exp	item	text	mean_rating	LogProb	MeanLP	NormLPDiv	NormLPSub	SLOR	WordLPMin-1	WordLPMin-2	WordLPMin-3	WordLPMin-4	WordLPMin-5	WordLPMean	WordLPMeanQ1	WordLPMeanQ2	language
Lau2017	10	Prijepolje has many historical monuments from both the periods of Christianity and Islam .	3.61111111111	-14.678403827594593	-1.2232003189662162	-0.10083281973347903	130.89328469993544	10.90777372499462	-0.2887722497349008	-0.14788134627779603	-0.14636261723785868	-0.11022396620946395	-0.0953397483374156	-0.08326024893427728	-0.19433873775018518	-0.14068085962847002	en
Lau2017	11	Its capitula is in diameter and is globose and quite ovate .	1.92857142857	-42.05864073525299	-4.2058640735253	-0.23473743791747542	137.11448609268479	13.711448609268478	-0.7088741520154549	-0.4935328867050336	-1.0267373959880464	-0.9214735907354445	-0.13172383275290656	-0.4132157542504536	-0.6012035193602443	-0.6564683716393771	en
Lau2017	12	They are perceived/misconceived to severely damage hard terrain like asphalt pavement , but , actually , often have significantly lower ground pressures than equivalent or lighter wheeled vehicles .	2.88235294118	-118.39363875240088	-4.933068281350036	-0.3147395793199608	257.7701694607479	10.740423727531164	-0.753415349148509	-0.6938266797668734	-0.7376660056938954	-0.6791914977152981	-0.2432585948585305	-0.3121055626423024	-0.5943515335026032	-0.48702218884715154	en
Lau2017	13	After the performances , both Abhishek's & Kushal's jodi's had a tie , so the decision of elimination was made with the help of audiences votes .	2.875	-77.26419035116851	-3.512008652325841	-0.23985841987081113	244.85996269204492	11.129998304183859	-0.5788625237791062	-0.7967185946704263	-0.530673211784292	-0.41112953961259147	-0.3728467225681681	-0.1991986137266106	-0.5380461184829167	-0.3482369837836527	en
Lau2017	14	"In conjunction with the 2010 show """" Sum of Limited Views """" , the Kunsthalle Zürich published the exhibition book , """" Elad Lassry """" ."	3.11764705882	-95.73437388357706	-4.351562449253503	-0.24899193747897566	288.753472802867	13.125157854675773	-0.6989592629901691	-0.4871011128465765	-0.5590332061336577	-0.4864365775222233	-0.5012462252503775	-0.2085684529394238	-0.5465552769486008	-0.37332109350741144	en
Lau2017	15	This species is native to a tropical climate .	3.94117647059	-9.443632391281426	-1.3490903416116322	-0.11443951880310779	73.07709550105719	10.439585071579598	-0.1893912015990299	-0.18316806717023557	-0.14402653437646204	-0.07552935692865415	-0.018390517886781223	-0.08751231617420754	-0.1893912015990299	-0.17219526771524252	en
Lau2017	16	Batman located Josh's parents , who convinced him to stop , and he regained consciousness .	3.13333333333	-40.36198764812434	-3.3634989706770284	-0.22671636760294595	137.6665688026887	11.472214066890723	-0.32267805448574927	-0.725152195432949	-0.36009409587808233	-0.2625179686068298	-0.28694997697689395	-0.19538773859178285	-0.4693081152655935	-0.35779696478729184	en
Lau2017	17	At the instigation of Varlaam and Misail , the vagabonds prepare to hang the Jesuits , who appeal to the Holy Virgin for aid .	3.16666666667	-91.51947264326009	-4.358070125869528	-0.25908537064620485	261.7211306953009	12.462910985490518	-0.4722828825405177	-0.9420931209412592	-0.7748523327496829	-0.3502327156507338	-0.2358321167006448	-0.2063497540437536	-0.5550586337165677	-0.41907919988479636	en
Lau2017	18	This opportunity helped lay the foundations for his solo career .	3.93333333333	-20.95591908507049	-2.3284354538967214	-0.17836649583363268	96.5320597370097	10.7257844152233	-0.6608558440037531	-0.3754100138733623	-0.11507041336749939	-0.10856242842054734	-0.04881506646568735	-0.1560393703416689	-0.5181329289385577	-0.3149746749162905	en
Lau2017	19	The land was cleared and the site prepared for construction .	4.0	-20.253952590283006	-2.2504391766981118	-0.20042453407221777	80.8013033644846	8.977922596053844	-0.4503285787629374	-0.31842452928004394	-0.2697215793518572	-0.20848372342303997	-0.12887896188216602	-0.15603921955812686	-0.3843765540214907	-0.3117396027044696	en
Lau2017	20	It has been approved in Japan in a topical form to treat glaucoma .	3.52941176471	-16.998968232124753	-1.416580686010396	-0.10517672351733069	144.6239428421465	12.051995236845542	-0.4255745224688448	-0.3139898529029896	-0.5049275683893004	-0.17283414995307136	-0.022067872379610862	-0.12097119907673946	-0.41483064792037827	-0.2403832747715662	en
Lau2017	21	By the early 770s , it appears that Offa was attempting to rule Kent directly , and a rebellion followed .	3.5625	-38.43253941080184	-2.260737612400108	-0.15466433693348514	210.05744976705316	12.356320574532539	-0.4274952632851851	-0.5336764244089938	-0.161645624732692	-0.3246841386729519	-0.24313758030961005	-0.13567203511034112	-0.36187536277495574	-0.26953556970814857	en
Lau2017	22	Geertz's final category of slametans , intermittently occurring and dependent on a specific situation , are somewhat less frequent and tend to be smaller affairs .	2.82352941176	-118.1009978288348	-5.368227174037946	-0.3792532444453133	193.30305621311942	8.786502555141793	-0.7047439594209041	-0.907162157404111	-0.8320611816003897	-0.6831621131268185	-0.5646290897688903	-0.3167734047550929	-0.7383517002642226	-0.5576989116698537	en
Lau2017	23	Manchester United spotted Whitworth's potential and signed him for a fee of £45,000 in June 1990 .	3.9375	-30.62350653257272	-2.0415671021715145	-0.1358833693191025	194.74260475848476	12.982840317232318	-0.3785384033565581	-0.16758193451018932	-0.39074454449878343	-0.1168632183503043	-0.26848072530467365	-0.10534751085346095	-0.3122882941218436	-0.22462556539061063	en
Lau2017	24	These cooling rates can be achieved by simple casting into metallic molds .	3.64705882353	-52.62481844553258	-4.784074404139326	-0.30906423279247336	117.64664250630278	10.6951493187548	-0.523200892565576	-0.6400960225892738	-0.6461313382887687	-0.4558533931874392	-0.17343825153119627	-0.30344299327555163	-0.5816484575774249	-0.48774397963245086	en
Lau2017	25	The socks include a design that features anatomically placed cushioning and an Achilles protector .	3.9375	-68.64693559707666	-5.280533507467435	-0.31329384554362943	150.4666428326562	11.574357140973554	-0.6720083467010334	-0.632838240370438	-0.7827630313365533	-0.2661167243256201	-0.41002779083742685	-0.296334960077525	-0.695869872802675	-0.5311503754705272	en
Lau2017	26	The lifebuoy usually is ring- or horseshoe-shaped and has a connecting line allowing the casualty to be pulled to the rescuer .	3.38888888889	-73.29821104928851	-3.6649105524644257	-0.23048166346053375	244.7236651761911	12.236183258809556	-0.4607852079928479	-0.6888223163519842	-0.6250928959714237	-0.48482524721837966	-0.1876145926185967	-0.2037295487447351	-0.4894280520306465	-0.39218824797234747	en
Lau2017	27	A 6-month follow up post-implantation of the radioactive stents showed little adverse side-effects in the patients .	3.66666666667	-51.37816194638435	-3.4252107964256235	-0.18741087543249227	222.76901242552879	14.851267495035252	-0.6242002373586061	-0.2571338232432605	-0.7210223874523211	-0.1339025260033247	-0.3372120425099205	-0.22265693299423372	-0.5341188160180625	-0.3807159474962236	en
Lau2017	28	In late 2009 the hotel was purchased by Hongkong and Shanghai Hotels who previously owned 92.5 % of the hotel before the takeover .	3.70588235294	-42.45605898019858	-2.0217170942951705	-0.13038695151579507	283.15979817906214	13.483799913288673	-0.2774926647178367	-0.4553495963426843	-0.13942832766238278	-0.37717237389560154	-0.2928568737715959	-0.11635989763237864	-0.3084599672780203	-0.22283639576396724	en
Lau2017	29	In 1981 , the hotel was one of the founding members of the International Association of Conference Centers ( IACC) .	3.53333333333	-22.728628109762212	-1.3369781241036596	-0.10350597689564416	196.85896278537479	11.579938987374987	-0.6957753091942099	-0.36953961463712715	-0.16960721885066626	-0.13202068151987642	-0.028110971390172202	-0.0861036392485246	-0.34173570605046993	-0.17980867719199764	en
Lau2017	30	The Bălșoara River is a tributary of the Beica River in Romania .	3.88888888889	-22.460104214027524	-2.041827655820684	-0.11405951848148758	174.45554572949655	15.859595066317867	-0.3422358368383763	-0.2412890268091791	-0.0012376389825839434	-0.0005215349996632742	-9.214897987672606e-05	-0.053241186301013266	-0.2917624318237777	-0.11707523732193585	en
Lau2017	31	" I never coached a group of kids that had more courage , """" he said ."	3.75	-48.17893995158374	-3.441352853684553	-0.3021062315405715	111.29787621966273	7.94984830140448	-0.6617771195613177	-0.4716744454691973	-0.5120903222928151	-0.5914484726336361	-0.32077690646566415	-0.2585953663519777	-0.5485139624411101	-0.4409961107544495	en
Lau2017	32	For example , several counties , including Yorkshire , had instituted winter pay before Pullin's writings were published .	3.27777777778	-77.20296806446277	-5.514497718890198	-0.3436601124872245	147.44622821761308	10.53187344411522	-0.4143524107348572	-1.0502434225227388	-0.7105615469016565	-0.5828787132526597	-0.6185332947725324	-0.2990306722558383	-0.7250524600530842	-0.5608401860196269	en
Lau2017	33	"In 2013 with Bangla Vision made a dramatic thriller in Qatar titled """" Valentine """" starring Emon , Sarika , Shahnur and directed by M-SIB ."	2.64705882353	-158.34689829777926	-7.197586286262694	-0.37145107619602613	267.94584506801124	12.179356594000511	-0.6201888333471902	-0.5048863616397231	-0.5003446751539246	-1.600552931950683	-0.6762566115128318	-0.35874263050482824	-0.7804458827208706	-0.6487380652943446	en
Lau2017	34	The Steel Shirts wore an armband showing a torch bearing hand .	3.29411764706	-55.73813280556351	-5.573813280556351	-0.29532903098270663	132.99418592414284	13.299418592414284	-0.7579549993640343	-0.6160957107999815	-0.7545304072203068	-0.17048211800133983	-0.44401747313670004	-0.3332320702851551	-0.6870253550820079	-0.5486161417044725	en
Lau2017	35	Several awards have been granted to Mark Wheat in recognition of his talents .	3.9375	-28.578329946511076	-2.38152749554259	-0.19133971519786502	120.78078202330727	10.065065168608939	-0.6751463086212759	-0.4702072941248914	-0.3527860571773509	-0.21544550365037665	-0.018264204741258293	-0.14533957317722618	-0.4993798866411727	-0.2896622591232795	en
Lau2017	36	Since the forests of the temperate zone were already in use , the supply of the wood pulp for paper was fixed .	3.5	-55.059550180565566	-2.752977509028278	-0.232237977747558	182.0229059903848	9.10114529951924	-0.8316665556497534	-0.5055579805626957	-0.4530568618012112	-0.15549949356180517	-0.26573697599180623	-0.21504716071943633	-0.4423035735134544	-0.39845463332661496	en
Lau2017	37	The population as of the 2010 Census was 125.	4.0	-9.80278147228455	-1.2253476840355688	-0.08703404043943926	102.82879834165736	12.85359979270717	-0.24219906822637458	-0.014619151127850828	-0.014928534431316124	-0.0015425580719199644	-5.855155562545851e-05	-0.03417787860593414	-0.1284091096771127	-0.06832232796436537	en
Lau2017	38	The force's main task was to form an intelligence-gathering network and , should prospects be favourable , to establish a resistance movement in northern Malaya .	3.58823529412	-57.40650473887126	-2.6093865790396027	-0.17100068114575767	278.3027120562307	12.650123275283214	-0.7844239412466804	-0.2350330539399098	-0.29503554642413327	-0.14153524340829152	-0.4364069835824514	-0.14569854834748283	-0.37848695372029323	-0.27008279542488167	en
Lau2017	39	Onokohwomo was born and raised in Warri , Delta State .	3.75	-4.913557405699976	-0.614194675712497	-0.04248832662436903	110.73132193115352	13.84141524139419	-0.20032277692751707	-0.05061298367040797	-0.012045128579446712	-0.0030183658090615346	-0.0007134839533837956	-0.033428091832705197	-0.12546788029896253	-0.06649981374660832	en
Lau2017	40	Giridih station also serves as a gateway for the jain pilgrims visiting Parasnath .	3.5625	-52.16194761294173	-4.346828967745144	-0.2587853513780201	149.4025819679706	12.45021516399755	-0.3649577019162251	-0.2572890554064771	-0.37744573160220674	-0.3374748044535403	-0.41400264076989207	-0.22388349599917157	-0.3332308296416363	-0.3380991612062598	en
Lau2017	41	Though the plane he was to have been on eight years earlier had indeed crashed , Bill had actually missed the flight .	3.375	-49.576547354925424	-2.478827367746271	-0.21414083334122122	181.93720264495443	9.096860132247722	-0.701099095791962	-0.5374794032731792	-0.6615461012433045	-0.3612626278871279	-0.3542377715356456	-0.1959374607600537	-0.5231249999462438	-0.3441199822993503	en
Lau2017	42	Gaddafi reinforced and expanded the compound in the 1980s with the help of foreign contractors .	3.94117647059	-31.45430811145343	-2.246736293675245	-0.17663720996497598	146.6186365285251	10.472759752037506	-0.5003197776911831	-0.522636706420321	-0.2814912867330416	-0.2505822828131891	-0.05289676033398525	-0.13339851303403932	-0.43481592361484855	-0.2534875451870948	en
Lau2017	43	MGM Music is the music publishing and licensing arm of Metro-Goldwyn-Mayer .	3.86666666667	-7.270228982291883	-0.7270228982291883	-0.05079644271747552	135.85453711064366	13.585453711064366	-0.2292835747601889	-0.07542039326171104	-0.06011850338272018	-0.035027605245815524	-0.04307563956559298	-0.046162528063875316	-0.15235198401094996	-0.08858514324320571	en
Lau2017	44	Charles Stanley Group plc is a British Investment Management firm .	3.66666666667	-19.86029621429043	-2.206699579365603	-0.13355052772552192	128.84968309113066	14.316631454570073	-0.5301243693790811	-0.23421188136010918	-0.13960519423928083	-0.14071754525432162	-0.0729397700691345	-0.13189873325978618	-0.38216812536959516	-0.2611647475581982	en
Lau2017	45	William Paxton Bishop ( July 16 , 1918 - October 3 , 1959 ) was an American television and movie actor from Oak Park , Illinois .	3.9375	-54.15915665939974	-2.8504819294420916	-0.19252679149550112	227.14796033301798	11.955155807000946	-0.6055094819334962	-0.5708142445231967	-0.32870928860487475	-0.3385650343355241	-0.43962128727932903	-0.19054204443462475	-0.46089951234927296	-0.37762893899345146	en
Lau2017	46	He then replaced Neil Gibson Junior to become the club trainer for three years .	3.76470588235	-53.555722914636135	-4.119670993433549	-0.313526146509256	117.26168262208216	9.020129432467858	-0.7062560910424212	-0.452658347397984	-0.4340011285528006	-0.4588190693622605	-0.39823581102673566	-0.25831121678221747	-0.530971855664402	-0.4548393554646338	en
Lau2017	47	"The most common orthography of the word consists of the characters """" shin """" /""""kami"""" ( 神 ) , meaning """"deity """" or """" something divine"""" , and """"bu """" ( 武 ) , denoting military , chivalry or arms ."	2.94444444444	-96.05906291694782	-3.0986794489338005	-0.15711660759290735	515.3280105987877	16.62348421286412	-0.9688511524555734	-0.7855015128616939	-0.24266649463890808	-0.2263508991817773	-0.21497048123994222	-0.17392956393817155	-0.4865070721383225	-0.33204659007216386	en
Lau2017	48	This sector has opened trade in three-month and six-month futures on USD/KZT rate and on the KASE Index .	3.05555555556	-100.66408373787999	-5.921416690463529	-0.3395931527491879	195.76145642083782	11.515379789461049	-0.6096742569116476	-0.48819100547837996	-0.7077425991590943	-0.4380546211710635	-0.4837328399610074	-0.3282470758678717	-0.5609156206800464	-0.4908935080140106	en
Lau2017	49	During the latter part of her career , Pereira rejected abstract expressionism and experienced difficulties with gallery owners and museum directors .	3.86666666667	-43.741588685428724	-2.302188878180459	-0.14913834973446286	249.5537894873185	13.134409973016764	-0.3429077173448492	-0.28168561421187355	-0.2721960131699664	-0.27311224214010393	-0.2312421910900499	-0.12370716519677609	-0.29247539671669825	-0.2349960393187154	en
Lau2017	50	Recent developments have enhanced the usability of the software for expert users , with customisable key bindings , extensions , and an extensive scripting interface .	3.88235294118	-71.94673519452772	-3.4260350092632246	-0.24658307214979386	219.82809982262074	10.46800475345813	-0.7820483420269585	-0.4815315781211675	-0.5812815845167533	-0.40221058528818204	-0.1579877644358719	-0.21692390913840964	-0.4810119708777866	-0.37079743074545746	en
Lau2017	51	These were rod like structures with skin stretched over them .	3.64285714286	-31.926752030849457	-3.5474168923166065	-0.28440416851516576	80.33163081049408	8.925736756721564	-0.8696450529120933	-0.43568359516156446	-0.3164814117164665	-0.2052381660236164	-0.1200986246800969	-0.24338442122315515	-0.6526643240368288	-0.45676205645343515	en
Lau2017	52	Thus , it will probably be eventually assigned to a new , yet-to-be-named subfamily .	3.2	-21.358116454677656	-1.9416469504252414	-0.12407046782727303	150.78693005559865	13.707902732327149	-0.16078389514097852	-0.25505091433185995	-0.09980944124706846	-0.18877180690352105	-0.20780886940081109	-0.10397679948101603	-0.20791740473641923	-0.18244498540484783	en
Lau2017	53	Together they find a young seal , apparently abandoned , on the beach .	3.71428571429	-39.374007953330874	-3.9374007953330876	-0.3237647393682755	82.23901275472028	8.223901275472027	-1.0178461066387015	-0.49008797222759637	-0.5586157607973843	-0.19717330204035322	-0.1165636468080673	-0.25733733223033256	-0.7539670394331489	-0.4760573577024204	en
Lau2017	54	EnStream LP is a mobile commerce joint venture company owned by Bell Mobility , Rogers and TELUS -- Canada’s three main wireless companies .	3.6	-136.666084543569	-6.507908787789001	-0.405958145080501	199.98459287163178	9.523075851030084	-1.6345046407962929	-0.9057977871520585	-0.34973040528168453	-0.6365045994113481	-0.5404134049879685	-0.27981014360906514	-0.8133901675258706	-0.5614057574589099	en
Lau2017	55	SOLS 24/7 set up a training center in the country's capital , Dili .	3.875	-8.641177317374968	-0.7855615743068153	-0.0435934459705795	189.58076006299996	17.234614551181814	-0.24716828672264843	-0.048459601685888296	-0.12624592759497988	-0.015950265649567474	-0.01149837649039483	-0.04731948698057484	-0.14781394420426835	-0.08986449162869578	en
Lau2017	56	Satiacum was convicted , but the Washington State Supreme Court overturned the conviction .	3.94444444444	-8.583595730597153	-0.7803268845997412	-0.06292419965005219	127.82808337432783	11.620734852211621	-0.2423582032489734	-0.08046553673458676	-0.2408269922203568	-0.06087090032258377	-0.06935786871828253	-0.06630630303403516	-0.1614118699917801	-0.13877590024895667	en
Lau2017	57	By the time the money ran out on the grant , Mary had decided to pursue a doctorate in immunology .	4.0	-30.98003374993641	-1.7211129861075785	-0.1285010739621038	210.10770812428882	11.672650451349378	-0.6752567826895437	-0.5885184163304469	-0.09906023488529164	-0.16869588238376432	-0.16654795841848355	-0.11741135302211532	-0.3828828290722616	-0.21864035491646508	en
Lau2017	58	In 2000 local authorities were granted the opportunity to directly elect an executive mayor with far-reaching decision-making powers .	3.9375	-35.495473265240435	-2.0879690156023787	-0.133502485666455	230.38327114947373	13.551957126439632	-0.4914002374950759	-0.3762805798148746	-0.38396011366522625	-0.3441849371788801	-0.2916945451864448	-0.13714319071262154	-0.39895646703851423	-0.2738631490606789	en
Lau2017	59	As of the 2000 United States Census there were 1,737 people , 544 households , and 473 families residing in the CDP.	3.77777777778	-29.893030830469797	-1.5733174121299893	-0.10478566549148358	255.38483318137202	13.441307009545895	-0.22394261195107015	-0.4403305952318256	-0.42102580524422406	-0.23848204632079426	-0.04281626124854718	-0.07199095886480109	-0.3309452646869785	-0.1519725029467774	en
Lau2017	60	East Boston is the headquarters for District A-7 of the Boston Police Department .	3.89473684211	-20.303571665659547	-1.691964305471629	-0.12390628934404575	143.55874535751764	11.963228779793136	-0.2977041996641166	-0.33031692643060373	-0.1731384969683442	-0.07894636902332584	-0.062244167950049105	-0.08346225894631194	-0.2670532076876882	-0.1626573246627693	en
Lau2017	61	According to the 1991 census , the village is located in the municipality of Široki Brijeg .	3.88888888889	-2.3055101782938436	-0.16467929844956025	-0.011492013804356101	198.31295561400526	14.16521111528609	-0.12390397043061463	-0.011488464511898607	-0.0018722447176689858	-0.004601739604865311	-0.001102432687421742	-0.010620283026946021	-0.04575489322006074	-0.02102884405725743	en
Lau2017	62	"Take That also used the backing music on the track """" Kidz """" from their 2010 album """" Progress """" ."	3.27777777778	-59.56679105758667	-3.135094266188772	-0.22837033412698154	201.26739866017914	10.593020982114691	-0.6794883666160132	-0.2837830761917768	-0.49180757950715664	-0.558478973576792	-0.4597607280026718	-0.21419803202610022	-0.5033894989729346	-0.4207077514059338	en
Lau2017	63	Banchory is known as the Gateway to Royal Deeside .	3.73333333333	-30.001332581043243	-3.7501665726304054	-0.26369315882314054	83.77231522589585	10.471539403236982	-0.8802923320908892	-0.3475207469481157	-0.07033021115682157	-0.043419053387410825	-0.032531026627344986	-0.1808885911955789	-0.6139065395195025	-0.33539058589580933	en
Lau2017	64	As a result , most members of the Japanese puppet regimes and their military forces rejoined the nationalists .	3.625	-34.9760667886585	-2.1860041742911562	-0.16031149833685834	183.19959217227398	11.449974510767124	-0.40621093902817257	-0.21082503929060828	-0.38635065872802776	-0.2029044310376445	-0.19933345366450475	-0.12566600513499374	-0.30157276702111324	-0.23033161462982252	en
Lau2017	65	During the communist rule Dr. Najib Ullah agreed to some sort of settlement , however it remained unfulfilled .	3.4375	-36.744864847743884	-2.2965540529839927	-0.1235189975463517	260.7386443910274	16.29616527443921	-0.40201595550720964	-0.3498875249702509	-0.35720131852227976	-0.35246221005453676	-0.08261077728382561	-0.14253553221563894	-0.36539175226356924	-0.2415502767390121	en
Lau2017	66	Upon completion of primary education , pupils start studying under the 6-year basic education programme .	3.58823529412	-38.98952926474158	-2.999194558826275	-0.19514342887519778	160.8098157066793	12.369985823590715	-0.20337865915723122	-0.5252694672947475	-0.336281893966786	-0.26094077534856613	-0.20920723823839799	-0.20367380815045963	-0.3549766734729216	-0.2898630902787855	en
Lau2017	67	While the area lies within Wakatobi National Park , there is currently no environmental protection .	3.76470588235	-32.80020050096209	-2.523092346227853	-0.17637721729356215	153.16599742566385	11.781999801974141	-0.4383480657680801	-0.32398245386596236	-0.25694190114922416	-0.24102254594020608	-0.15962818298255088	-0.12033851974513453	-0.3397574735944222	-0.24455684298014269	en
Lau2017	68	This crew came close to defending the title , finishing 2nd .	3.57894736842	-24.444053228246048	-2.716005914249561	-0.17291864141942115	116.91753177840462	12.99083686426718	-0.507520533628936	-0.3605775792670608	-0.14284989495565664	-0.603066732093988	-0.049407671139406535	-0.18876561088407148	-0.4340490564479984	-0.40350368498641037	en
Lau2017	69	However , during these years he himself learned English , Tamil , and Kannada .	3.4375	-28.245764360763133	-2.8245764360763133	-0.1875175496538585	122.38421354211806	12.238421354211805	-0.661603339041746	-0.1728810186982102	-0.2571340153471288	-0.2649235463537554	-0.10798669403858915	-0.16736309456040233	-0.41724217886997805	-0.2929057226958859	en
Lau2017	70	Botswana has achieved high levels of development and democracy .	4.0	-20.57056862860918	-2.5713210785761476	-0.22193695597448365	72.11597173726933	9.014496467158667	-0.5453768975671156	-0.5166267286289957	-0.2071502773677353	-0.05535979692087221	-0.02648926026389225	-0.17607399877984714	-0.5310018130980556	-0.3311284251211797	en
Lau2017	71	They then brought out several coasting vessels that had taken refuge under the guns , all without taking any losses .	3.4375	-60.641738581238315	-3.368985476735462	-0.24383449164043927	188.05867362566642	10.4477040903148	-0.3153922447000318	-0.553308326356838	-0.34049143764843265	-0.3750390610504986	-0.3867532351142259	-0.2282625935054169	-0.39605776743895027	-0.3466671915824669	en
Lau2017	72	Strawberries contain fisetin and possess higher levels of this flavonoid than other fruits .	4.0	-37.66764303401578	-3.1389702528346484	-0.19352176082388536	156.975289490225	13.081274124185418	-0.6121428332728643	-0.36546555449564627	-0.3022976453722609	-0.08891775845084592	-0.14286915637109465	-0.14010992293141458	-0.42663534438025713	-0.2645135286385886	en
Lau2017	73	It is situated about north of Lienz within the Hohe Tauern mountain range of the Central Eastern Alps .	3.1875	-31.86405552731594	-1.874356207489173	-0.11305911127939296	249.97130622935953	14.704194484079972	-1.0762023057182073	-0.5545880541091628	-0.08375904085246726	-0.17406985870289618	-0.1737843508227804	-0.14283387846330187	-0.4721548148456834	-0.29865251163683443	en
Lau2017	74	Qun-Quran or Qun-Qiran ( r.1251 – c.1280 ) was the khan of Orda's Ulus .	3.5	-105.65611023199745	-9.605100930181585	-0.354848627948859	192.0936960522322	17.463063277475655	-0.9918391075928452	-0.5070987300691138	-0.4057338473521616	-0.3763891031481074	-0.26198503750793983	-0.28411566800794213	-0.7494689188309795	-0.5086091651340336	en
Lau2017	75	He was later critical of the BCMP and of its prominent figure Marc Emery , and began to propose a separatist party in 2001 .	3.66666666667	-100.195537691764	-4.554342622352909	-0.3331286657807988	200.57574975335018	9.11707953424319	-0.5292788984654101	-0.7923678495930879	-0.25793407061523876	-0.49964361456375495	-0.5083961571307006	-0.2681621068850934	-0.5175241180736385	-0.45994865982001354	en
Lau2017	76	Lord Windlesham , made principal in 1989 , was the first to hold Cabinet Office .	3.72222222222	-46.756318892585114	-3.8963599077154263	-0.279763346584408	120.3717894297757	10.03098245248131	-0.703975442021473	-0.6812012567778409	-0.37512205487609707	-0.4311959779360484	-0.32565204138147014	-0.2484942253528288	-0.586766251225137	-0.4747156116784206	en
Lau2017	77	Ciano was tied to a chair to be shot in the back .	3.28571428571	-18.237318547442555	-1.6579380497675051	-0.17141015432282522	88.15847007716431	8.014406370651301	-0.6999964156708943	-0.3262601256601594	-0.11007805172859268	-0.10168039891207438	-0.04655324447709703	-0.12424437344915487	-0.5131282706655269	-0.2569136472897636	en
Lau2017	78	In April 1894 Riyad finally resigned office on account of ill-health .	3.625	-43.988438670756295	-4.398843867075629	-0.21533669174252656	160.289050292213	16.0289050292213	-0.3683205277275227	-0.3131256371446525	-0.48113720932887255	-0.3266030503236093	-0.26437497999708975	-0.19121134576122836	-0.3407230824360876	-0.35071228090434936	en
