exp	item	text	language	mean_rating	LogProb	MeanLP	NormLPDiv	NormLPSub	SLOR	WordLPMin-1	WordLPMin-2	WordLPMin-3	WordLPMin-4	WordLPMin-5	WordLPMean	WordLPMeanQ1	WordLPMeanQ2
Lau2017	19	The land was cleared and the site prepared for construction .	en	4.0	-48.57839649915695	-5.397599611017439	-0.4807112311001486	52.47685945561065	5.8307621617345164	-0.8925563274180768	-0.5798983764121932	-0.5532556393149293	-0.40114916736912565	-0.4742530128543032	-0.46842547018713215	-0.736227351915135	-0.6067148776285813
Lau2017	20	It has been approved in Japan in a topical form to treat glaucoma .	en	3.52941176471	-74.30552142410306	-6.192126785341922	-0.45974621376518293	87.3173896501682	7.276449137514017	-0.866935338931787	-0.6352410130340735	-0.2110582422993282	-0.4657488256292158	-0.9827142728380075	-0.5400459499086022	-0.5710781980883962	-0.6299677494025572
Lau2017	21	By the early 770s , it appears that Offa was attempting to rule Kent directly , and a rebellion followed .	en	3.5625	-153.56203439831734	-9.033060846959843	-0.6179807681846143	94.92795477953766	5.583997339972804	-0.7267270412148771	-0.5521877710077464	-1.0022216938639503	-0.8062311588997619	-0.8076118547753749	-0.5918543109624793	-0.7718419162465839	-0.7002746266511964
Lau2017	22	Geertz's final category of slametans , intermittently occurring and dependent on a specific situation , are somewhat less frequent and tend to be smaller affairs .	en	2.82352941176	-205.99808460101485	-9.36354930004613	-0.6615138175858866	105.40596944093937	4.7911804291336075	-1.2434767263832733	-0.5454857434788029	-0.897540051009859	-0.8883290723527462	-0.7823603553157307	-0.6017314921264711	-0.8714383897080824	-0.7659130869074565
Lau2017	23	Manchester United spotted Whitworth's potential and signed him for a fee of £45,000 in June 1990 .	en	3.9375	-109.81581560522318	-7.321054373681545	-0.48727741263369206	115.5502956858343	7.703353045722286	-0.7119894471123018	-0.9144582426329658	-0.8397286587476476	-0.6977118822625753	-0.5805038041633825	-0.49355287747612847	-0.8220587828309718	-0.6140722945441813
Lau2017	24	These cooling rates can be achieved by simple casting into metallic molds .	en	3.64705882353	-91.44816887378693	-8.313469897616994	-0.5370727916621026	78.82329207804844	7.165753825277131	-0.9527513741659688	-0.75032025773989	-0.6927632300310582	-0.7356332702268961	-0.7333268470105063	-0.5463307290608072	-0.8515358159529294	-0.7729589958348638
Lau2017	25	The socks include a design that features anatomically placed cushioning and an Achilles protector .	en	3.9375	-111.71280149789527	-8.59329242291502	-0.5098397018499712	107.40077693183758	8.261598225525969	-0.9668895965982154	-0.37681868929782286	-0.6530102019655999	-0.6277878665633267	-0.2507840153512804	-0.5246129092280489	-0.6655728292872127	-0.6020833570266447
Lau2017	26	The lifebuoy usually is ring- or horseshoe-shaped and has a connecting line allowing the casualty to be pulled to the rescuer .	en	3.38888888889	-179.3716430272907	-8.968582151364535	-0.5640229696026163	138.65023319818891	6.932511659909446	-0.8389790303056976	-0.8038038995871827	-0.4042983210877049	-1.0517806009184683	-0.839702783712257	-0.5565757831664783	-0.7877129271222622	-0.7288578301982325
Lau2017	27	A 6-month follow up post-implantation of the radioactive stents showed little adverse side-effects in the patients .	en	3.66666666667	-134.99064364284277	-8.999376242856185	-0.4924020973483096	139.15653072907037	9.277102048604691	-0.5563703070060411	-0.49454262666801957	-0.4141201052476419	-0.760382728739412	-0.675391992131407	-0.5727624895168918	-0.48834434630723417	-0.7017770036935869
Lau2017	28	In late 2009 the hotel was purchased by Hongkong and Shanghai Hotels who previously owned 92.5 % of the hotel before the takeover .	en	3.70588235294	-139.21596594713628	-6.629331711768394	-0.42754664088439925	186.39989121212443	8.87618529581545	-0.47090902868868373	-0.4119359850710387	-0.8191140392742178	-0.8209083403884265	-0.9906699294381666	-0.46287752536667676	-0.7027074645721065	-0.671122752656285
Lau2017	29	In 1981 , the hotel was one of the founding members of the International Association of Conference Centers ( IACC) .	en	3.53333333333	-95.23745939135551	-5.602203493609148	-0.43371057081652536	124.35013150378148	7.314713617869499	-0.9307056496533925	-0.9032639263114072	-0.6844816196370022	-0.2915435503068226	-0.5428013101736034	-0.38914291460854145	-0.7024986864771561	-0.6024353760492042
Lau2017	30	The Bălșoara River is a tributary of the Beica River in Romania .	en	3.88888888889	-115.31449326314032	-10.483135751194574	-0.5856034972142277	81.60115668038375	7.418286970943978	-1.6088956221118011	-0.5531481697417694	-0.23748358197187458	-0.5394815315849794	-0.5593914140504833	-0.42825113761142214	-1.0810218959267852	-0.6996800638921816
Lau2017	31	" I never coached a group of kids that had more courage , """" he said ."	en	3.75	-87.40170633792877	-6.242979024137769	-0.5480527416855167	72.0751098333177	5.148222130951264	-1.1685929937356891	-0.7073747824207388	-0.5553546907575192	-0.7663270277878592	-0.6722726845087538	-0.5026102885416791	-0.8104408223046491	-0.7496074958135576
Lau2017	32	For example , several counties , including Yorkshire , had instituted winter pay before Pullin's writings were published .	en	3.27777777778	-150.2765539586544	-10.734039568475314	-0.6689387562729712	74.37264232342145	5.312331594530103	-0.8046933351946446	-0.9446776704827214	-0.7632057350756887	-0.8740651898633053	-0.9620568919752288	-0.6349819439976574	-0.8375255802510182	-0.8464810985502912
Lau2017	33	"In 2013 with Bangla Vision made a dramatic thriller in Qatar titled """" Valentine """" starring Emon , Sarika , Shahnur and directed by M-SIB ."	en	2.64705882353	-282.4751528799534	-12.839779676361518	-0.6626318586839489	143.81759048583712	6.537163203901687	-0.7476687888445165	-0.6320395552403718	-0.5481697919347247	-0.49633741708353857	-1.0068504855516158	-0.6875739208717846	-0.6862132077309535	-0.768582466511602
Lau2017	34	The Steel Shirts wore an armband showing a torch bearing hand .	en	3.29411764706	-102.74254431203008	-10.274254431203008	-0.5443823559396479	85.98977441767627	8.598977441767627	-0.978600665331195	-1.180468887901862	-0.8393313098918538	-0.3374261547442453	-0.6340194667342194	-0.6165747599356817	-1.0795347766165286	-0.7939692969206751
Lau2017	35	Several awards have been granted to Mark Wheat in recognition of his talents .	en	3.9375	-77.97160473838449	-6.497633728198707	-0.5220411644797444	71.38750723143386	5.948958935952821	-0.9004548898768043	-0.6773685410302717	-0.8335915906335134	-0.5549582175376648	-1.224217259468983	-0.4777498596904899	-0.8038050071801965	-0.7787144054809626
Lau2017	36	Since the forests of the temperate zone were already in use , the supply of the wood pulp for paper was fixed .	en	3.5	-126.58034999878146	-6.329017499939073	-0.533908548287983	110.50210617216891	5.525105308608445	-0.9479529108668452	-0.9551585794632345	-0.30923727954415847	-0.6808895699206206	-0.40478093177796015	-0.562607535234245	-0.6596038543145638	-0.7104565566657407
Lau2017	37	The population as of the 2010 Census was 125.	en	4.0	-52.83552169799805	-6.604440212249756	-0.46910042268143604	59.796058115943865	7.474507264492983	-0.8845337279301922	-0.28705950141957626	-0.6824084997737421	-0.9273405933914873	-0.7721231192114517	-0.5815296663722861	-0.5857966146748843	-0.6953355806287496
Lau2017	38	The force's main task was to form an intelligence-gathering network and , should prospects be favourable , to establish a resistance movement in northern Malaya .	en	3.58823529412	-155.73472318355925	-7.0788510537981475	-0.4638976691504153	179.9744936115427	8.180658800524668	-0.4593668356233081	-0.9258640407171248	-0.41303009478558533	-0.8494542511559994	-1.018578509480456	-0.47698208259567937	-0.7332587463524947	-0.5934880716917139
Lau2017	39	Onokohwomo was born and raised in Warri , Delta State .	en	3.75	-62.27666702866554	-7.784583378583193	-0.5385164253340124	53.36821230818795	6.671026538523494	-0.5716322883709457	-1.3342777805254862	-0.831206851050339	-0.8494600276006207	-0.3460312113038271	-0.5379533525697127	-0.9529550344482159	-0.8966442368868478
Lau2017	40	Giridih station also serves as a gateway for the jain pilgrims visiting Parasnath .	en	3.5625	-105.8023829460144	-8.8168652455012	-0.5249057617726488	95.76214663489793	7.980178886241494	-0.7693715896758714	-0.5189227479059831	-1.0240543525416945	-0.8834659640375594	-0.34630638349183457	-0.4756574891471624	-0.7707828967078497	-0.6551127104186257
Lau2017	41	Though the plane he was to have been on eight years earlier had indeed crashed , Bill had actually missed the flight .	en	3.375	-126.1801906824112	-6.30900953412056	-0.5450224476191011	105.33355931746866	5.266677965873432	-1.056928116610947	-0.796390812877208	-0.7140302987334853	-1.0739719625377824	-0.6515720877470826	-0.5648073254814833	-0.8585786557013011	-0.7949174936525101
Lau2017	42	Gaddafi reinforced and expanded the compound in the 1980s with the help of foreign contractors .	en	3.94117647059	-81.57572550233454	-5.8268375358810385	-0.4581028615394742	96.49721913764398	6.892658509831713	-0.8572658318099112	-0.8056984367721622	-0.19881131852531153	-0.39548336300724163	-0.43762776709216994	-0.5017152541286677	-0.6205918623691283	-0.6281390762592558
Lau2017	43	MGM Music is the music publishing and licensing arm of Metro-Goldwyn-Mayer .	en	3.86666666667	-61.11266832309775	-6.111266832309775	-0.42698877344131564	82.0120977698378	8.201209776983779	-0.806095561831919	-0.28003952655808606	-0.591656683636666	-0.8876519795710346	-0.3827771752945924	-0.4757787580582035	-0.5430675441950026	-0.5896441853784596
Lau2017	44	Charles Stanley Group plc is a British Investment Management firm .	en	3.66666666667	-67.83002594485879	-7.536669549428755	-0.45612289277203943	80.8799533605623	8.986661484506921	-0.7888374676538666	-0.9445396339497651	-0.2952942307723432	-0.5860155155728699	-0.8357050893479484	-0.49735508903180076	-0.8666885508018158	-0.6536717119872112
Lau2017	45	William Paxton Bishop ( July 16 , 1918 - October 3 , 1959 ) was an American television and movie actor from Oak Park , Illinois .	en	3.9375	-133.64020454883575	-7.033694976254513	-0.4750686935248704	147.66691244358196	7.771942760188525	-1.3609911095535068	-0.4300090621645954	-0.8687980219277275	-0.6560886891719441	-0.6543000801007756	-0.4826751938009348	-0.8289717207044434	-0.6501923387736301
Lau2017	46	He then replaced Neil Gibson Junior to become the club trainer for three years .	en	3.76470588235	-105.92119765281677	-8.14778443483206	-0.6200843369562146	64.89620788390152	4.992015991069348	-0.852788519947211	-0.8748310454288675	-0.686071565290987	-0.6343960029682016	-0.6849068490262225	-0.5979630416629791	-0.8045637102223552	-0.7708901302660659
Lau2017	47	"The most common orthography of the word consists of the characters """" shin """" /""""kami"""" ( 神 ) , meaning """"deity """" or """" something divine"""" , and """"bu """" ( 武 ) , denoting military , chivalry or arms ."	en	2.94444444444	-328.37344574928284	-10.592691798363962	-0.5370958268073872	283.0136277664527	9.129471863433958	-0.8222938509572686	-0.811010773207695	-1.0310989974116698	-0.5286277932930399	-0.48784931014751737	-0.5503212481931147	-0.6417849858213598	-0.6651617362364171
Lau2017	48	This sector has opened trade in three-month and six-month futures on USD/KZT rate and on the KASE Index .	en	3.05555555556	-176.3228520564735	-10.371932473910206	-0.5948301619423999	120.10268810224431	7.064864006014371	-0.9704594655330594	-0.5046922393985046	-0.38192130174959144	-0.8949639341910886	-0.9433196091608045	-0.6577415178849063	-0.688009235218061	-0.7358524162504053
Lau2017	49	During the latter part of her career , Pereira rejected abstract expressionism and experienced difficulties with gallery owners and museum directors .	en	3.86666666667	-153.81090983562171	-8.09531104398009	-0.5244232309212491	139.48446833712552	7.341287807217133	-1.1292990751502447	-1.0198682675233361	-0.4215082946779561	-0.3374072957021539	-0.8253041554697372	-0.5106706146321969	-0.7270207332634226	-0.6918602851948643
Lau2017	50	Recent developments have enhanced the usability of the software for expert users , with customisable key bindings , extensions , and an extensive scripting interface .	en	3.88235294118	-148.01539734005928	-7.048352254288537	-0.5072932260637213	143.75943767708918	6.845687508432818	-0.7670940588199734	-0.38860965079468585	-0.7890513397002564	-0.8494271492998131	-0.7478624235847398	-0.5016029708450859	-0.7084089244398937	-0.6700315832200929
Lau2017	51	These were rod like structures with skin stretched over them .	en	3.64285714286	-78.05876469612122	-8.673196077346802	-0.6953490930511875	34.19961814522232	3.7999575716913685	-1.2951410327023594	-0.8949197455815561	-1.0456787322428216	-0.5524589509780875	-0.8009298651668787	-0.675411890377665	-1.0950303891419577	-0.9470496153762061
Lau2017	52	Thus , it will probably be eventually assigned to a new , yet-to-be-named subfamily .	en	3.2	-80.80293757468462	-7.345721597698602	-0.4693886882760872	91.34210893559168	8.303828085053789	-0.40793904024859684	-0.3778878250912881	-0.765266945899628	-0.7216473143230109	-0.48434636565533323	-0.47160326943447034	-0.3929134326699425	-0.5514174982435713
Lau2017	53	Together they find a young seal , apparently abandoned , on the beach .	en	3.71428571429	-72.30168890953064	-7.230168890953064	-0.5945225970753644	49.31133179852051	4.9311331798520515	-0.9772675721049743	-0.6740742724619694	-0.5554967760197957	-0.8857518603290339	-0.5022181257700445	-0.5775391119131527	-0.8256709222834718	-0.7189617213371636
Lau2017	54	EnStream LP is a mobile commerce joint venture company owned by Bell Mobility , Rogers and TELUS -- Canada’s three main wireless companies .	en	3.6	-199.46237807814032	-9.498208479911444	-0.5924906481983333	137.18829933706047	6.532776158907642	-1.3267174993945832	-1.04553570049841	-0.9882365203939935	-0.7273246447728022	-0.7356585988380995	-0.5805859727534726	-0.9646945927795777	-0.8460218639112538
Lau2017	55	SOLS 24/7 set up a training center in the country's capital , Dili .	en	3.875	-84.82049095630646	-7.710953723300587	-0.42790667913582886	113.40144642406847	10.309222402188043	-1.4893175074615248	-0.36959416113508564	-0.34804677530679945	-0.3191029798376459	-0.7450439657244153	-0.5021425432623002	-0.9294558342983053	-0.6542210778930942
Lau2017	56	Satiacum was convicted , but the Washington State Supreme Court overturned the conviction .	en	3.94444444444	-48.66893405281007	-4.424448550255462	-0.35677981806363485	87.74274505211491	7.976613186555901	-0.8232522522145623	-0.5303285883788913	-0.872388097116437	-0.3839854649425045	-0.21984669762306122	-0.3941727212257497	-0.6767904202967268	-0.5659602200550913
Lau2017	57	By the time the money ran out on the grant , Mary had decided to pursue a doctorate in immunology .	en	4.0	-102.60612881928682	-5.700340489960379	-0.4255966231282557	138.4816130549384	7.693422947496578	-0.834376411627868	-0.8077737808970594	-0.29382789906728674	-0.8136517163773561	-0.2543557910233133	-0.4463177416334168	-0.6874074519923926	-0.5523810916822237
Lau2017	58	In 2000 local authorities were granted the opportunity to directly elect an executive mayor with far-reaching decision-making powers .	en	3.9375	-127.51903996430337	-7.501119997900198	-0.47961351797795787	138.3597044504108	8.13880614414181	-1.2204735429025935	-0.33065061324983996	-0.9015494075170812	-0.31684085327183087	-0.7856220842273892	-0.5173995644917174	-0.6923786042353364	-0.6595168347812527
Lau2017	59	As of the 2000 United States Census there were 1,737 people , 544 households , and 473 families residing in the CDP.	en	3.77777777778	-128.0116434842348	-6.737454920222885	-0.44872617063243675	157.266220527607	8.277169501453	-0.5076007241569572	-0.38944559442464727	-0.7689831296572426	-0.5982871852552814	-0.8647029273348784	-0.4471449850847841	-0.5660791583735321	-0.676892862198179
Lau2017	60	East Boston is the headquarters for District A-7 of the Boston Police Department .	en	3.89473684211	-81.22251604497433	-6.768543003747861	-0.4956753786990939	82.63980097820286	6.886650081516905	-0.4213861016046748	-0.9695517108398877	-0.8558560235779425	-0.5393658285253919	-1.1775983739745342	-0.5385975373041351	-0.7489312786741683	-0.8015503847012396
Lau2017	61	According to the 1991 census , the village is located in the municipality of Široki Brijeg .	en	3.88888888889	-116.72993635386229	-8.33785259670445	-0.5818504088986163	83.88852943843682	5.992037817031202	-0.8440203356695006	-0.7828018757248605	-0.9627387430627898	-0.6403809063998966	-0.39540959504677436	-0.4666934442976123	-0.8631869848190504	-0.6536066537492553
Lau2017	62	"Take That also used the backing music on the track """" Kidz """" from their 2010 album """" Progress """" ."	en	3.27777777778	-161.0136365890503	-8.474401925739489	-0.6173026502517719	99.82055312871552	5.253713322563975	-0.5278874720142811	-1.5353361021219172	-0.8810044974234497	-0.8421671408825528	-0.9184848160692948	-0.6274676895505433	-0.9465988031105501	-0.9016613613112996
Lau2017	63	Banchory is known as the Gateway to Royal Deeside .	en	3.73333333333	-72.65427339076996	-9.081784173846245	-0.6385861294880514	41.11937441616914	5.139921802021142	-0.659561607774587	-0.9770694965071693	-0.6027643817172738	-0.6070227638993239	-0.8062053203292915	-0.575950226768717	-0.8183155521408783	-0.7116045624745886
Lau2017	64	As a result , most members of the Japanese puppet regimes and their military forces rejoined the nationalists .	en	3.625	-112.33344069123268	-7.020840043202043	-0.5148761379991872	105.8422182696998	6.6151386418562375	-0.4400456632791541	-0.6825332493674381	-0.6830115887417928	-0.6117696435860005	-0.73833747621983	-0.48919292202669684	-0.6043400362435964	-0.6919849825223124
Lau2017	65	During the communist rule Dr. Najib Ullah agreed to some sort of settlement , however it remained unfulfilled .	en	3.4375	-139.00617226678878	-8.687885766674299	-0.4672735393719498	158.47733697198248	9.904833560748905	-0.4515539084408472	-0.4435738669515013	-0.7879742475234939	-0.34012917454921854	-0.7859368639311187	-0.480192909506077	-0.5058077993662653	-0.5726676905208368
Lau2017	66	Upon completion of primary education , pupils start studying under the 6-year basic education programme .	en	3.58823529412	-97.41764730215073	-7.493665177088517	-0.487577410807254	102.38169766927015	7.875515205328473	-0.3925821551419937	-0.9811924034454038	-0.8168020550091115	-0.7551202767865808	-0.6341367595585906	-0.48300205485640946	-0.7301922045321696	-0.6732252649578805
Lau2017	67	While the area lies within Wakatobi National Park , there is currently no environmental protection .	en	3.76470588235	-91.33420596271753	-7.0257081509782715	-0.4911333725215697	94.6319919639084	7.279383997223723	-0.7912938772608269	-0.8748522870319982	-0.7135835183163562	-0.6248273603015416	-0.49807087964022173	-0.4388622985507495	-0.7932432275363938	-0.6424178735662311
Lau2017	68	This crew came close to defending the title , finishing 2nd .	en	3.57894736842	-72.78565329313278	-8.087294810348087	-0.5148899065450379	68.57593171351789	7.619547968168654	-0.8529107306190149	-0.738452119828262	-0.7422499890897107	-0.5549034513365152	-0.6837210897685378	-0.5382847424717534	-0.7956814252236384	-0.7221290727183757
Lau2017	69	However , during these years he himself learned English , Tamil , and Kannada .	en	3.4375	-82.2945144828409	-8.22945144828409	-0.5463355676510844	68.3354634200403	6.83354634200403	-0.8503608438336479	-0.8688264378372206	-0.7555049295171709	-0.6431602584463509	-0.7434927555245281	-0.5916439334895985	-0.8595936408354342	-0.7722690450317836
Lau2017	70	Botswana has achieved high levels of development and democracy .	en	4.0	-45.18171994108707	-5.647714992635883	-0.4874679728333047	47.50482042479145	5.938102553098931	-0.6361747232807933	-0.6496440686291048	-0.7262351207566528	-0.6248269904962956	-0.3970092861686228	-0.44709278664654756	-0.642909395954949	-0.6592202257907116
Lau2017	71	They then brought out several coasting vessels that had taken refuge under the guns , all without taking any losses .	en	3.4375	-129.57780814170837	-7.198767118983799	-0.521019675809411	119.12260406519636	6.617922448066464	-0.6617961717027101	-0.723937486151062	-0.8443374268337441	-0.7237731499323411	-0.5982663661340253	-0.4977906771943306	-0.7384610586549644	-0.6389989530709789
Lau2017	72	Strawberries contain fisetin and possess higher levels of this flavonoid than other fruits .	en	4.0	-93.93789879232645	-7.828158232693871	-0.482616540832416	100.70503373191434	8.392086144326194	-0.8142873224673398	-0.8774841716549192	-0.8779958377982084	-0.6566227070383791	-0.18922764459746022	-0.44779911854492577	-0.8565891106401559	-0.6943018799105304
Lau2017	73	It is situated about north of Lienz within the Hohe Tauern mountain range of the Central Eastern Alps .	en	3.1875	-162.74067390710115	-9.572980818064774	-0.5774317065564131	119.09468784957431	7.005569873504371	-0.7070816372236913	-0.6218782587100511	-0.5074306516905597	-0.9212475166164892	-0.7995800696718115	-0.5466059547128694	-0.6894095160601978	-0.7457899828829672
Lau2017	74	Qun-Quran or Qun-Qiran ( r.1251 – c.1280 ) was the khan of Orda's Ulus .	en	3.5	-171.34968638420105	-15.57724421674555	-0.575482108695755	126.40011990002859	11.49091999091169	-0.9564681276330448	-0.7771494964667867	-0.6733602001868669	-0.6254846830656929	-0.44463451907575424	-0.5696822980814912	-0.8668088120499158	-0.6954194052856291
Lau2017	75	He was later critical of the BCMP and of its prominent figure Marc Emery , and began to propose a separatist party in 2001 .	en	3.66666666667	-177.34988076239824	-8.061358216472648	-0.5896503029557357	123.42140668271594	5.610063940123452	-0.6210890192714709	-1.0829521567284044	-0.9060380165240218	-0.596990461809754	-0.726713087383081	-0.6074794876662861	-0.7867565483433464	-0.786812022977174
Lau2017	76	Lord Windlesham , made principal in 1989 , was the first to hold Cabinet Office .	en	3.72222222222	-117.96825790405273	-9.83068815867106	-0.7058552812463638	49.15985041830808	4.0966542015256735	-0.9952352483578143	-0.8659084448863017	-0.6729984349078438	-1.0624917882221525	-0.5432902148296185	-0.6583754746703315	-0.84471404271732	-0.7771006754802515
Lau2017	77	Ciano was tied to a chair to be shot in the back .	en	3.28571428571	-63.19342797994614	-5.744857089086012	-0.5939467040646661	43.20236064466073	3.9274873313327934	-0.7328326274796264	-0.6839290287073649	-0.5911542306706116	-1.1468816715567378	-0.7369529488197107	-0.5762309431801063	-0.7083808280934957	-0.7783501014468104
Lau2017	78	In April 1894 Riyad finally resigned office on account of ill-health .	en	3.625	-107.29018205404282	-10.729018205404282	-0.5252178426448741	96.98730690892648	9.69873069089265	-0.6567497391724983	-0.43414670871244665	-0.8965051488853042	-0.8192813255505909	-0.8198769909302124	-0.5447088678295364	-0.5454482239424725	-0.7253119826502105
