exp	item	text	mean_rating	LogProb	MeanLP	NormLPDiv	NormLPSub	SLOR	WordLPMin-1	WordLPMin-2	WordLPMin-3	WordLPMin-4	WordLPMin-5	WordLPMean	WordLPMeanQ1	WordLPMeanQ2	condition	structure	distance	itemID	subdesign
SWP	16	What do you think that you forgot at the office?	0.530592899	-52.638442397117615	-5.8487158219019575	-0.44722554839000567	65.06154720905299	7.229060801005888	-0.692647157029358	-0.7995533596048453	-0.9579278830128508	-0.20625573091284147	-0.7874038673853028	-0.516693722981768	-0.7461002583171017	-0.664096032639974	ADJ.non.em	non	embedded	ADJ.non.em.1.a	adj
SWP	17	What do you wish that you bought at the auction?	0.224100755	-55.06021875143051	-6.117802083492279	-0.4624043067409803	64.01353975115403	7.112615527906003	-0.8260917085092139	-0.635868944134332	-0.7995533596048453	-0.19948340610682638	-0.6977343648358592	-0.5080249250535953	-0.7309803263217729	-0.6152493545888044	ADJ.non.em	non	embedded	ADJ.non.em.2.a	adj
SWP	18	What do you suspect that you left in the car?	0.372688053	-51.74161809682846	-5.7490686774253845	-0.45475834661617287	62.03665223473216	6.892961359414684	-0.8647532610601338	-1.0028059752024552	-0.7995533596048453	-0.7211373007597731	-0.49978860722750007	-0.5301739816847086	-0.9337796181312945	-0.8470624741568019	ADJ.non.em	non	embedded	ADJ.non.em.3.a	adj
SWP	19	What do you think that you will submit to the art contest?	0.717471328	-60.740419149398804	-5.521856286308982	-0.44347258618383056	76.22502368007153	6.92954760727923	-0.814454524476755	-0.9300934094496047	-0.7995533596048453	-0.7874038673853028	-0.8633115514481341	-0.48950472963553077	-0.8722739669631798	-0.8389633424729283	ADJ.non.em	non	embedded	ADJ.non.em.4.a	adj
SWP	20	What do you hope that I will leave open at night?	0.354517419	-64.49644321203232	-6.449644321203232	-0.48460047272128515	68.59555079666325	6.8595550796663245	-0.6955718109148915	-0.7493854643174496	-0.22153558604186568	-0.7995533596048453	-0.562777115447346	-0.5464451069947099	-0.7224786376161705	-0.6057646672652796	ADJ.non.em	non	embedded	ADJ.non.em.5.a	adj
SWP	21	What do you complain that I turn on at night?	-0.236185218	-60.77179712057114	-6.752421902285682	-0.4990018387095068	61.014922699412026	6.779435855490225	-0.807006791914483	-0.9339636308840081	-1.1760979348459561	-0.7995533596048453	-0.7279222969573641	-0.6010949821270152	-0.8704852113992456	-0.9291554293123232	ADJ.non.em	non	embedded	ADJ.non.em.6.a	adj
SWP	22	What do you claim that you wrote on the blackboard?	-0.79002272	-59.41697055101395	-6.601885616779327	-0.5131846762454018	56.36390386192569	6.2626559846584104	-1.0190818179034826	-0.2778891356124192	-0.7048674799303057	-0.7995533596048453	-0.700847224994721	-0.5506272761841606	-0.6484854767579509	-0.7003479482627633	ADJ.non.em	non	embedded	ADJ.non.em.7.a	adj
SWP	23	What do you propose that you keep in your office?	0.487779164	-50.13858503103256	-5.570953892336951	-0.413696042856686	71.05809039475038	7.895343377194487	-0.5854380577903258	-0.6995217223525357	-0.7995533596048453	-0.15509718386810095	-0.64154330335755	-0.47735285737243977	-0.6424798900714308	-0.559902580903952	ADJ.non.em	non	embedded	ADJ.non.em.8.a	adj
SWP	24	Who thinks that you forgot a briefcase at the office?	0.876813995	-69.51355814933777	-7.723728683259752	-0.4708286087820139	78.12733888358113	8.680815431509014	-0.48202546926637757	-0.7088034303250268	-0.7315173137770076	-0.6762901048595326	-0.14903708712786393	-0.5384740904951938	-0.5954144497957021	-0.6496590795569861	ADJ.non.ma	non	matrix	ADJ.non.ma.1.a	adj
SWP	25	Who wishes that you bought a painting at the auction?	0.31147846	-68.04670190811157	-7.5607446564568415	-0.5433874878264285	57.1801452912987	6.353349476810966	-0.8109586144603523	-0.8417868249903431	-0.6603870729145612	-1.0296571148600948	-0.8032468313160164	-0.630186355984567	-0.8263727197253476	-0.8356974068063379	ADJ.non.ma	non	matrix	ADJ.non.ma.2.a	adj
SWP	26	Who suspects that you left the keys in the car?	0.570244194	-51.87936723232269	-5.764374136924744	-0.44299534683422304	65.2310439786937	7.247893775410412	-0.8384546540918743	-1.0281010640453194	-0.5456102396877455	-0.5696986648227353	-0.6035536221968386	-0.5053077138113996	-0.9332778590685968	-0.7454661556619187	ADJ.non.ma	non	matrix	ADJ.non.ma.3.a	adj
SWP	27	Who thinks that you will submit a drawing to the art contest?	1.151243882	-71.56262588500977	-6.505693262273615	-0.49504037387060384	72.9965447650091	6.636049524091737	-0.7315173137770076	-0.7254877268892679	-0.7187215674817168	-0.22485825034162626	-0.5012748949009421	-0.5164307519791503	-0.7285025203331377	-0.5803719506781121	ADJ.non.ma	non	matrix	ADJ.non.ma.4.a	adj
SWP	28	Who hopes that you will leave a window open at night?	0.535993078	-65.9105778336525	-6.591057783365249	-0.4785377321206814	71.8227155088893	7.18227155088893	-1.0481557280647826	-0.8294345133844335	-0.5703953268938191	-0.81110139615757	-0.18128735143856634	-0.5321904173421912	-0.9387951207246081	-0.6880748631878344	ADJ.non.ma	non	matrix	ADJ.non.ma.5.a	adj
SWP	29	Who complains that you turn on the air conditioning at night?	0.915405936	-61.267332792282104	-6.12673327922821	-0.4346015427590444	79.70624130809904	7.970624130809904	-0.8271121619702714	-0.8368652292052912	-0.5535770611081184	-0.6211310621384736	-0.5453130988163686	-0.509668727956812	-0.8319886955877813	-0.6767997226477046	ADJ.non.ma	non	matrix	ADJ.non.ma.6.a	adj
SWP	30	Who claims that you wrote the equation on the blackboard?	0.998686256	-67.6216784119606	-7.513519823551178	-0.5779877822298001	49.373317833609065	5.48592420373434	-0.9284789720256141	-0.8915631561394634	-0.8160247980987317	-0.23149588431553908	-0.7272219446670859	-0.6332195860672987	-0.9100210640825388	-0.7168907026448371	ADJ.non.ma	non	matrix	ADJ.non.ma.7.a	adj
SWP	31	Who proposes that you keep the copy paper in your office?	0.640981055	-68.51711755990982	-6.851711755990982	-0.5009710054815883	68.25151138308388	6.825151138308388	-0.8176481581713072	-0.9598147890357265	-0.8026161057268658	-0.5657241864257336	-0.6064619364430838	-0.5600399071938831	-0.8887314736035168	-0.7504530351605434	ADJ.non.ma	non	matrix	ADJ.non.ma.8.a	adj
SWP	32	What did you make the suggestion that I play?	-0.894848624	-49.58714008331299	-6.1983925104141235	-0.4576882186064468	58.755478466699486	7.344434808337436	-0.6470205650199236	-0.2486901260166007	-0.7432359737687375	-0.5405197326980573	-1.1101840787351462	-0.5413007849006412	-0.4478553455182621	-0.5448665993758297	NP.d.isl.em	island	embedded	NP.d.isl.em.1.a	np
SWP	33	What did you doubt the prediction that you would finish?	-0.567507175	-62.927974820137024	-6.991997202237447	-0.5142512256722078	59.44018237361625	6.6044647081795835	-1.1303783706022879	-0.7702097528726656	-0.22956124024235347	-0.7432359737687375	-1.0442453500735875	-0.5687366860436274	-0.9502940617374767	-0.7183463343715111	NP.d.isl.em	island	embedded	NP.d.isl.em.2.a	np
SWP	34	What did you hear the rumor that you won?	-1.214869897	-46.2933406829834	-5.786667585372925	-0.40454098752627493	68.14089987707023	8.517612484633778	-0.7432359737687375	-0.21924667756068544	-0.4249818725689137	-1.4093440179469234	-0.4984117048627611	-0.5063203967649946	-0.48124132566471145	-0.6992021354613149	NP.d.isl.em	island	embedded	NP.d.isl.em.3.a	np
SWP	35	What did you deny the fact that you could afford?	-0.691559161	-55.490089654922485	-6.16556551721361	-0.458203180227656	65.61358672583181	7.2903985250924235	-1.0512786392293694	-0.7432359737687375	-0.20418664407124437	-0.5899518769768465	-1.1501907905099793	-0.5076718107307153	-0.8972573064990534	-0.6471632835115494	NP.d.isl.em	island	embedded	NP.d.isl.em.4.a	np
SWP	36	What did you verify the statement that you owned?	-0.897780496	-62.098357915878296	-7.762294739484787	-0.5577535899097236	49.23818753948913	6.1547734424361416	-1.229291140432023	-0.27897282355115705	-0.7432359737687375	-0.5794602112835373	-1.2911489476311215	-0.6266619897482805	-0.75413198199159	-0.7077400372588638	NP.d.isl.em	island	embedded	NP.d.isl.em.5.a	np
SWP	37	What did you make the claim that you saw?	-1.086991883	-43.4582679271698	-5.432283490896225	-0.41046342700354377	62.41783471228558	7.802229339035698	-0.7138340339015976	-0.7432359737687375	-0.17522574150981557	-0.5405197326980573	-1.1101840787351462	-0.5033295041582325	-0.7285350038351676	-0.543203870469552	NP.d.isl.em	island	embedded	NP.d.isl.em.6.a	np
SWP	38	What did you doubt the possibility that you could find?	-0.601526493	-54.88090920448303	-6.097878800498115	-0.4498288252787989	67.1230756901454	7.458119521127267	-1.1303783706022879	-0.7432359737687375	-0.5521881577819996	-0.16538019284830202	-1.0442453500735875	-0.5127798110494131	-0.9368071721855127	-0.6477956737503318	NP.d.isl.em	island	embedded	NP.d.isl.em.7.a	np
SWP	39	What did you hear the rumor that I sold?	-0.57196031	-50.730973958969116	-6.3413717448711395	-0.4465406520609113	62.877884998958535	7.859735624869817	-0.2611392023383086	-0.7432359737687375	-0.4249818725689137	-1.4093440179469234	-0.4984117048627611	-0.560335200360848	-0.502187588053523	-0.7096752666557208	NP.d.isl.em	island	embedded	NP.d.isl.em.8.a	np
SWP	40	Who made the suggestion that you play golf?	0.481846135	-46.871315717697144	-6.695902245385306	-0.4593806010149059	55.160236363833334	7.880033766261905	-0.5880288652811366	-0.7117970398437601	-0.23742188247573556	-0.7702715952240826	-0.5838176353231442	-0.5098189164096658	-0.5880288652811366	-0.5124159292002107	NP.d.isl.ma	island	matrix	NP.d.isl.ma.1.a	np
SWP	41	Who doubted the prediction that you would finish your homework?	0.836125437	-68.14558351039886	-7.57173150115543	-0.5156394030966993	64.01185655556003	7.1124285061733366	-0.8423253766688441	-0.7604667775909859	-0.60305866740752	-0.243020903233923	-0.9131209425447465	-0.5522300840447687	-0.801396077129915	-0.6122179312253182	NP.d.isl.ma	island	matrix	NP.d.isl.ma.2.a	np
SWP	42	Who heard the rumor that you won the the award?	1.078244014	-59.06225144863129	-6.562472383181254	-0.5013161283671704	58.752133739816756	6.528014859979639	-0.8489194411332883	-2.0043683488757624	-0.6382991349271802	-0.369907448435095	-0.17765630676161476	-0.6839278809810794	-1.4266438950045255	-0.9653735933428315	NP.d.isl.ma	island	matrix	NP.d.isl.ma.3.a	np
SWP	43	Who denied the fact that you could afford the house?	0.693247685	-58.40675777196884	-6.489639752440983	-0.4835976723822001	62.36875689140288	6.929861876822542	-0.9212047525017962	-0.6942768085115973	-0.21064635901414067	-0.46794965278582734	-0.7635437377727726	-0.5545465168788513	-0.8077407805066967	-0.5735193932033404	NP.d.isl.ma	island	matrix	NP.d.isl.ma.4.a	np
SWP	44	Who verified the statement that you owned the car?	0.840758845	-59.1864595413208	-7.3983074426651	-0.5273053158202974	53.05678505644693	6.632098132055866	-0.9648862621819453	-0.7858058216744522	-0.6549220450791602	-0.7800936656093698	-0.12068020725029568	-0.6149169449679504	-0.8753460419281988	-0.7964269486362319	NP.d.isl.ma	island	matrix	NP.d.isl.ma.5.a	np
SWP	45	Who made the claim that you saw the bear?	0.928811568	-50.525280475616455	-6.315660059452057	-0.48305355855164567	54.070327156605444	6.7587908945756805	-0.2977594062384993	-0.7702715952240826	-0.6105303948902269	-0.5949898889333036	-0.7273866312762368	-0.5272705882462209	-0.534015500731291	-0.5683878213215281	NP.d.isl.ma	island	matrix	NP.d.isl.ma.6.a	np
SWP	46	Who doubted the possibility that you could find the clue?	0.700187195	-58.366302728652954	-6.485144747628106	-0.4738391483678519	64.81115723787116	7.201239693096795	-0.8423253766688441	-0.2671931470990143	-0.49562974083747546	-0.8055465192451715	-0.5298343580713331	-0.5149965759275638	-0.5547592618839292	-0.6026736959626263	NP.d.isl.ma	island	matrix	NP.d.isl.ma.7.a	np
SWP	47	Who heard the rumor that I sold my house?	0.747099234	-45.78780925273895	-5.723476156592369	-0.3874995140255464	72.37442733195088	9.04680341649386	-0.8489194411332883	-0.6791112427421184	-0.369907448435095	-0.6625955392705258	-0.09188913529316595	-0.4683195433094843	-0.7640153419377034	-0.6401334178952569	NP.d.isl.ma	island	matrix	NP.d.isl.ma.8.a	np
SWP	48	What did you suggest that I play?	-0.001033124	-37.588661193847656	-6.264776865641276	-0.42273678578162555	51.3287513855841	8.55479189759735	-0.784160191634609	-0.2333746737479498	-0.7432359737687375	-0.5312218526298679	-0.44469517303341427	-0.4773063707925986	-0.784160191634609	-0.5869236130504322	NP.d.non.em	non	embedded	NP.d.non.em.1.a	np
SWP	49	What did you predict that you would finish?	0.400135769	-38.67097222805023	-5.524424604007176	-0.38056198425103316	62.94446449024633	8.992066355749476	-0.7495410236223943	-0.7432359737687375	-0.20972428146914873	-0.48166775212472474	-0.45368901239382575	-0.4127104794383481	-0.7495410236223943	-0.5675004262867601	NP.d.non.em	non	embedded	NP.d.non.em.2.a	np
SWP	50	What did you hear that you won?	0.07489808	-37.05887150764465	-6.176478584607442	-0.4128590769793136	52.70268049403629	8.783780082339382	-0.2402081090441881	-0.7432359737687375	-0.4984117048627611	-0.7539207104869532	-0.5826757005280582	-0.49093375977195186	-0.2402081090441881	-0.49395192922522896	NP.d.non.em	non	embedded	NP.d.non.em.3.a	np
SWP	51	What did you deny that you could afford?	-0.484519803	-47.60827851295471	-6.801182644707816	-0.46156031785978346	55.53810706393004	7.934015294847149	-1.0512786392293694	-0.7432359737687375	-0.1882304184829441	-0.5530512400311173	-0.5654029280756923	-0.5038301573275735	-1.0512786392293694	-0.6609150104936837	NP.d.non.em	non	embedded	NP.d.non.em.4.a	np
SWP	52	What did you state that you owned?	0.023214737	-42.6575882434845	-7.1095980405807495	-0.48901389126793243	44.5742655038199	7.42904425063665	-1.3596554144116222	-0.2943601894837646	-0.7432359737687375	-0.5242670798951897	-0.17016141634123444	-0.5364717389735936	-1.3596554144116222	-0.7990838592213748	NP.d.non.em	non	embedded	NP.d.non.em.5.a	np
SWP	53	What did you claim that you saw?	0.169632314	-35.92039680480957	-5.986732800801595	-0.4034973313112267	53.102241060181285	8.850373510030215	-1.013567504106356	-0.7432359737687375	-0.1490902719831668	-0.5094956077873032	-0.3103961811984381	-0.4754893164641691	-1.013567504106356	-0.6352979166194201	NP.d.non.em	non	embedded	NP.d.non.em.6.a	np
SWP	54	What did you doubt that you could find?	0.558662193	-43.77209663391113	-6.253156661987305	-0.4311200463531793	57.75901286604575	8.25128755229225	-1.1303783706022879	-0.7432359737687375	-0.16193874325021226	-0.46956899118238665	-0.4736986762905269	-0.48217901307034555	-1.1303783706022879	-0.6785176958737459	NP.d.non.em	non	embedded	NP.d.non.em.7.a	np
SWP	55	What did you hear that I sold?	-0.081669508	-42.42502951622009	-7.070838252703349	-0.4770278428407841	46.51114088333486	7.751856813889144	-0.3126743348720196	-0.7432359737687375	-0.963670359593298	-0.4984117048627611	-0.7539207104869532	-0.5665105739207971	-0.3126743348720196	-0.6731935560780183	NP.d.non.em	non	embedded	NP.d.non.em.8.a	np
SWP	56	Who suggested that you play golf?	1.001638882	-39.62081265449524	-7.924162530899048	-0.47865240344351767	43.15493937235237	8.630987874470474	-0.8793693773157853	-0.2594813926928374	-0.6381531589055497	-0.6702926901179056	-0.3156128650446962	-0.5525818968153547	-0.8793693773157853	-0.5694253850043114	NP.d.non.ma	non	matrix	NP.d.non.ma.1.a	np
SWP	57	Who predicted that you would finish your homework?	0.694473166	-48.8942676782608	-6.984895382608686	-0.4566325026681147	58.181482279463225	8.311640325637603	-0.940178775758164	-0.6291849779974635	-0.2313412460619021	-0.8212320038411866	-0.4203824379660655	-0.4963686006667109	-0.940178775758164	-0.6002349999391766	NP.d.non.ma	non	matrix	NP.d.non.ma.2.a	np
SWP	58	Who heard that you won the award? 	0.775463505	-36.99476718902588	-6.1657945315043134	-0.421254903659864	50.82561630708352	8.470936051180587	-0.8489194411332883	-0.5894535189156153	-0.18364233168378538	-0.45594483397757685	-0.400096841849818	-0.5056376819962137	-0.8489194411332883	-0.5406717639108963	NP.d.non.ma	non	matrix	NP.d.non.ma.3.a	np
SWP	59	Who denied that you could afford the house?	0.76570895	-48.961479902267456	-6.994497128895351	-0.4761945700323685	53.85674395723474	7.693820565319249	-0.9212047525017962	-0.20810301160532915	-0.4321190915698706	-0.7504556731541563	-0.6302325285492558	-0.5827237218267065	-0.9212047525017962	-0.5204756185589986	NP.d.non.ma	non	matrix	NP.d.non.ma.4.a	np
SWP	60	Who stated that you owned the car?	0.826212994	-41.88633477687836	-6.981055796146393	-0.46352079820953446	48.47926464967348	8.079877441612247	-0.9460403966464973	-0.7353132723937671	-0.7609985223740917	-0.14968615817796985	-0.47363026673676717	-0.5480067886791501	-0.9460403966464973	-0.8141173971381187	NP.d.non.ma	non	matrix	NP.d.non.ma.5.a	np
SWP	61	Who claimed that you saw the bear?	0.945067977	-46.58044457435608	-7.763407429059346	-0.5213209680099429	42.77035355710845	7.128392259518075	-0.8101651384777276	-0.30856307609927486	-0.6080918690768937	-0.8649095835456659	-0.43693716640332514	-0.5962610821500126	-0.8101651384777276	-0.5756066945512988	NP.d.non.ma	non	matrix	NP.d.non.ma.6.a	np
SWP	62	Who doubted that you could find the clue?	0.611935263	-48.797587394714355	-6.971083913530622	-0.4751256976320795	53.906997177138194	7.700999596734028	-0.8423253766688441	-0.281571762033072	-0.6993221494065607	-0.4999960992939133	-0.7103866390515123	-0.5260757675557824	-0.8423253766688441	-0.6077397627028256	NP.d.non.ma	non	matrix	NP.d.non.ma.7.a	np
SWP	63	Who heard that I sold my house?	0.787416257	-36.118284940719604	-6.019714156786601	-0.3863350043210431	57.37126308559755	9.561877180932925	-0.8489194411332883	-0.606449557228263	-0.7046801462520124	-0.08451937389428045	-0.3016247452738683	-0.4910483509385884	-0.8489194411332883	-0.7200163815378545	NP.d.non.ma	non	matrix	NP.d.non.ma.8.a	np
SWP	64	Who do you think the gift from prompted the hearing about congressional ethics? 	-0.966222989	-100.67126226425171	-8.389271855354309	-0.6065027698868655	65.31522166067828	5.442935138389856	-1.217829313496892	-0.8828102246551153	-0.9530893180310411	-0.7654035553871013	-0.7769379580219384	-0.6569616784058551	-1.0179096187276828	-0.8786491164992124	SUB.d.comp.sub	island	embedded	SUB.d.comp.sub.1.a	sub
SWP	65	Who do you think the speech by interrupted the TV show about whales?	-1.019399469	-102.52949905395508	-8.544124921162924	-0.6445071736814583	56.55251467802759	4.7127095565023	-1.2231593843350153	-1.0327624973751237	-0.3536396719926208	-0.7718813242467992	-1.7991863091220024	-0.7189121053977582	-0.8698538512342533	-0.9929278575155833	SUB.d.comp.sub	island	embedded	SUB.d.comp.sub.2.a	sub
SWP	66	Who do you think the meeting with delayed the fundraiser for the candidate?	-1.0191742	-91.75490856170654	-7.646242380142212	-0.5997230646653691	61.24055545784648	5.103379621487207	-1.2117477154331169	-0.7669999361188378	-0.9443796387767687	-0.25570936101723196	-1.5353530762738914	-0.6602441785855168	-0.9743757634429078	-0.9151879476069641	SUB.d.comp.sub	island	embedded	SUB.d.comp.sub.3.a	sub
SWP	67	Who do you think the documentary by preceded the movie about gangsters?	-0.81732886	-98.13066744804382	-8.920969768003983	-0.6519529974126275	52.38734203652024	4.762485639683658	-1.522290189182654	-0.4057234655960029	-0.8782170054046741	-1.2638418055370129	-0.7769379580219384	-0.66973012881986	-0.9640068273893284	-0.9694020847484565	SUB.d.comp.sub	island	embedded	SUB.d.comp.sub.4.a	sub
SWP	68	Who do you think the email from criticized the joke about religion?	-1.390757133	-90.95134973526001	-8.268304521387273	-0.609250371297633	58.33267867090103	5.30297078826373	-1.1786897186653609	-0.8380889761049694	-0.9458258763506561	-0.3060954129225198	-0.7769379580219384	-0.6585975602826095	-1.008389347385165	-0.8091275884130888	SUB.d.comp.sub	island	embedded	SUB.d.comp.sub.5.a	sub
SWP	69	Who do you think the picture of accompanied the invitation to the wedding?	-1.255752032	-83.24329507350922	-6.936941256125768	-0.5659877702580757	63.83284234117809	5.319403528431508	-1.386677733244808	-0.8026573988048183	-0.8064762247417336	-0.7769379580219384	-1.476801797132734	-0.6126920436294567	-0.9986037855971199	-0.9055392525386289	SUB.d.comp.sub	island	embedded	SUB.d.comp.sub.6.a	sub
SWP	70	Who do you think the flyer from promoted the play about the Great Depression?	-0.940539281	-105.8632493019104	-8.143326869377724	-0.6202084360147168	64.8265432816242	4.986657175509554	-1.0550685782745033	-0.864035193722227	-0.819233830205083	-0.9238370381611875	-0.8422402094138962	-0.6949187770550852	-0.9127792007339378	-0.8802254679664725	SUB.d.comp.sub	island	embedded	SUB.d.comp.sub.7.a	sub
SWP	71	Who do you think the verdict from started the debate about civil rights?	-0.503160761	-81.5680764913559	-6.797339707612991	-0.506452587619792	79.48959896589997	6.624133247158331	-1.3530032377028764	-0.82364863433171	-0.6498168332761631	-1.005076604297314	-0.7769379580219384	-0.6041850133889092	-0.9421562351035832	-0.847693294284224	SUB.d.comp.sub	island	embedded	SUB.d.comp.sub.8.a	sub
SWP	72	What do you think the gift from the lobbyist prompted the hearing about?  	-0.176371891	-92.0957715511322	-7.674647629261017	-0.5627526123504504	71.55655014396496	5.963045845330413	-0.9158897581653282	-0.9215484038280228	-0.8668183861215366	-0.8012388107654101	-0.7995533596048453	-0.5912113724524733	-0.9014188493716292	-0.7436994284109667	SUB.d.comp.obj	island	matrix	SUB.d.comp.obj.1.a	sub
SWP	73	What do you think the speech by the president interrupted the TV show about?	-0.612964139	-85.03993916511536	-6.541533781931951	-0.5047866429393201	83.42715550667833	6.417473500513718	-1.0363104897049196	-0.9922612203377374	-0.7764524433422325	-0.7995533596048453	-0.8159693388928173	-0.5648634124206238	-0.9350080511282965	-0.7600602936667739	SUB.d.comp.obj	island	matrix	SUB.d.comp.obj.2.a	sub
